"Site_Type"	"Project_ID"	"Observation_ID"	"Observer_Code"	"Observation_Serial"	"Observation_Description"	"Observation_Label"	"Observation_Type"	"Latitude"	"Longitude"	"Error"	"Date"	"Prefix"	"Year"	"Mon"	"Day"	"Nation"	"State"	"County"	"Island"	"FIPS"	"Elevation"	"Community_Name"	"Community_Description"	"Structure"	"Landscape"	"Position"	"Aspect"	"Slope"	"PlotBearing"	"Map Unit"	"Soil Series"	"Soil Taxon"	"Drainage Class"	"Restriction_Depth"	"WT_Depth"	"MinWT_Depth"	"Soil_Notes"	"Litter_Cover"	"Snag_Count"	"Plot_Area_m"	"BA_Count"	"BA_Factor"	"Cowardin"	"HGM"	"Stratum1"	"Stratum2"	"Stratum3"	"Stratum4"	"Stratum5"	"Stratum6"	"Stratum7"	"Stratum8"	"Stratum9"	"Stratum10"	"Tree_Cover"	"Shrub_Cover"	"Herb_Cover"	"Moss_Cover"	"Aggregated_Overstory"	"Aggregated_Understory"	"Estimated_Understory"	"DWD_Hits1"	"DWD_Hits2"	"DWD_Hits3"	"DWD_Hits4"	"DWD_Hits5"	"Transect_Length"	"Log_Cover"	"Rock_Cover"	"Lichen_Cover"	"Water_Cover"	"MaxWater_Cover"	"DBH_lower"	"DBH_upper"	"Canopy_lower"	"Canopy_upper"
"Histosols and Aquolls"		"INDU.AA252"	"INDU.INDU"	0		"INDU.AA252"	"Representative Plot"	41.61	-86.84	10.00	0		2007	10	30	"USA"	"Indiana"	"LaPorte County"		"18091"	251.04	"Cephalanthus occidentalis / Carex spp. Northern Shrubland"					0	0		"Histosols and Aquolls"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Haskins loam, 0 to 2 percent slopes"		"INDU.AA254"	"INDU.INDU"	0		"INDU.AA254"	"Representative Plot"	41.61	-87.10	10.00	0		2007	8	10	"USA"	"Indiana"	"Porter County"		"18127"	195.11	"Prunus serotina - Liriodendron tulipifera - Acer rubrum - Fraxinus americana - (Robinia pseudoacacia"					0	0		"Haskins loam, 0 to 2 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Oakville fine sand, 4 to 12 percent slopes"		"INDU.AA257"	"INDU.INDU"	0		"INDU.AA257"	"Representative Plot"	41.64	-87.09	10.00	0		2007	7	16	"USA"	"Indiana"	"Porter County"		"18127"	186.80	"Quercus rubra - (Acer saccharum, Quercus alba) Forest"					0	0		"Oakville fine sand, 4 to 12 percent slopes"				500.00	500.00							10.00	"Upland"		"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Oakville-Adrian complex, 0 to 6 percent slopes"		"INDU.AA258"	"INDU.INDU"	0		"INDU.AA258"	"Representative Plot"	41.59	-87.30	10.00	0		2007	7	19	"USA"	"Indiana"	"Lake County"		"18089"	185.80	"Cephalanthus occidentalis / Carex spp. Northern Shrubland"	"No standing water at west end (nearest GPS point).  Standing water to east."				0	0		"Oakville-Adrian complex, 0 to 6 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Oakville fine sand, 4 to 12 percent slopes"		"INDU.AA259"	"INDU.INDU"	0		"INDU.AA259"	"Representative Plot"	41.67	-87.01	10.00	0		2007	7	31	"USA"	"Indiana"	"Porter County"		"18127"	180.59	"Cornus sericea - Salix spp. - (Rosa palustris) Shrubland"					0	0		"Oakville fine sand, 4 to 12 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Oakville fine sand, 12 to 25 percent slopes"		"INDU.AA260"	"INDU.INDU"	0		"INDU.AA260"	"Representative Plot"	41.60	-87.24	10.00	0		2007	8	22	"USA"	"Indiana"	"Lake County"		"18089"	185.79	"Quercus velutina / Carex pensylvanica Forest"	"Well drained, loamy sand"				0	0		"Oakville fine sand, 12 to 25 percent slopes"				500.00	500.00							10.00	"Upland"		"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Sebewa loam, shaly sand substratum"		"INDU.AA261"	"INDU.INDU"	0		"INDU.AA261"	"Representative Plot"	41.62	-86.95	10.00	0		2007	6	22	"USA"	"Indiana"	"Porter County"		"18127"	196.41	"Mixed Deciduous Wetland Forest"					0	0		"Sebewa loam, shaly sand substratum"				500.00	500.00							10.00	"Upland"		"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Maumee loamy sand, ponded"		"INDU.AA265"	"INDU.INDU"	0		"INDU.AA265"	"Representative Plot"	41.65	-87.03	10.00	0		2007	7	11	"USA"	"Indiana"	"Porter County"		"18127"	191.89	"Quercus palustris - Quercus bicolor - Acer rubrum Flatwoods Forest"					0	0		"Maumee loamy sand, ponded"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Maumee loamy sand"		"INDU.AA267"	"INDU.INDU"	0		"INDU.AA267"	"Representative Plot"	41.61	-87.21	10.00	0		2007	6	20	"USA"	"Indiana"	"Porter County"		"18127"	185.60	"Nuphar lutea ssp. advena - Nymphaea odorata Herbaceous Vegetation"					0	0		"Maumee loamy sand"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Maumee loamy sand"		"INDU.AA269"	"INDU.INDU"	0		"INDU.AA269"	"Representative Plot"	41.63	-87.08	10.00	0		2007	7	28	"USA"	"Indiana"	"Porter County"		"18127"	185.56	"Acer rubrum - Fraxinus (pennsylvanica, americana) / Lindera benzoin / Symplocarpus foetidus Forest"					0	0		"Maumee loamy sand"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Oakville-Adrian complex, 0 to 6 percent slopes"		"INDU.AA270"	"INDU.INDU"	0		"INDU.AA270"	"Representative Plot"	41.60	-87.24	10.00	0		2007	8	27	"USA"	"Indiana"	"Lake County"		"18089"	185.78	"Populus tremuloides Temporarily Flooded Forest"	"Wet soil in Populus tremuloides polygon.  Pockets of standing water.  Rolling hills.  Mostly upland with wet pockets."				0	0		"Oakville-Adrian complex, 0 to 6 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Oakville fine sand, 4 to 12 percent slopes"		"INDU.AA272"	"INDU.INDU"	0		"INDU.AA272"	"Representative Plot"	41.67	-86.98	10.00	0		2007	8	2	"USA"	"Indiana"	"Porter County"		"18127"	192.54	"Quercus velutina - (Quercus ellipsoidalis) - Quercus alba / Deschampsia flexuosa Woodland"					0	0		"Oakville fine sand, 4 to 12 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Oakville-Adrian complex, 0 to 6 percent slopes"		"INDU.AA273"	"INDU.INDU"	0		"INDU.AA273"	"Representative Plot"	41.60	-87.29	10.00	0		2007	9	6	"USA"	"Indiana"	"Lake County"		"18089"	185.80	"Typha spp. Midwest Herbaceous Vegetation"	"Wet, standing water."				0	0		"Oakville-Adrian complex, 0 to 6 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Bourbon sandy loam"		"INDU.AA274"	"INDU.INDU"	0		"INDU.AA274"	"Representative Plot"	41.62	-86.96	10.00	0		2007	7	1	"USA"	"Indiana"	"Porter County"		"18127"	197.52	"Fagus grandifolia - Acer saccharum Glaciated Midwest Forest"					0	0		"Bourbon sandy loam"				500.00	500.00							10.00	"Upland"		"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						25.00
"Morocco loamy sand"		"INDU.AA275"	"INDU.INDU"	0		"INDU.AA275"	"Representative Plot"	41.64	-87.05	10.00	0		2007	6	28	"USA"	"Indiana"	"Porter County"		"18127"	185.53	"Quercus palustris - Quercus bicolor - Acer rubrum Flatwoods Forest"					0	0		"Morocco loamy sand"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Oakville fine sand, 4 to 12 percent slopes"		"INDU.AA276"	"INDU.INDU"	0		"INDU.AA276"	"Representative Plot"	41.61	-87.21	10.00	0		2007	9	16	"USA"	"Indiana"	"Porter County"		"18127"	184.12	"Mixed Deciduous Wetland Forest"					0	0		"Oakville fine sand, 4 to 12 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Maumee loamy sand"		"INDU.AA277"	"INDU.INDU"	0		"INDU.AA277"	"Representative Plot"	41.66	-86.98	10.00	0		2007	8	3	"USA"	"Indiana"	"Porter County"		"18127"	191.78	"Acer (rubrum, saccharinum) - Fraxinus spp. - Ulmus americana Forest"					0	0		"Maumee loamy sand"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Oakville fine sand, 18 to 40 percent slopes"		"INDU.AA278"	"INDU.INDU"	0		"INDU.AA278"	"Representative Plot"	41.60	-87.19	10.00	0		2007	6	30	"USA"	"Indiana"	"Porter County"		"18127"	188.67	"Quercus velutina / Carex pensylvanica Forest"					0	0		"Oakville fine sand, 18 to 40 percent slopes"				500.00	500.00							10.00	"Upland"		"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Martinsville loam, 0 to 2 percent slopes"		"INDU.AA279"	"INDU.INDU"	0		"INDU.AA279"	"Representative Plot"	41.62	-87.10	10.00	0		2007	8	9	"USA"	"Indiana"	"Porter County"		"18127"	196.85	"Mixed Herbaceous Fallow Field"					0	0		"Martinsville loam, 0 to 2 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Maumee loamy sand"		"INDU.AA280"	"INDU.INDU"	0		"INDU.AA280"	"Representative Plot"	41.64	-87.06	10.00	0		2007	8	2	"USA"	"Indiana"	"Porter County"		"18127"	185.95	"Quercus alba - Quercus rubra - Carya ovata Glaciated Forest"					0	0		"Maumee loamy sand"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Adrian muck, drained"		"INDU.AA281"	"INDU.INDU"	0		"INDU.AA281"	"Representative Plot"	41.65	-87.00	10.00	0		2007	8	3	"USA"	"Indiana"	"Porter County"		"18127"	195.75	"Quercus alba - Quercus rubra - Carya ovata Glaciated Forest"					0	0		"Adrian muck, drained"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Dune land"		"INDU.AA282"	"INDU.INDU"	0		"INDU.AA282"	"Representative Plot"	41.68	-86.99	10.00	0		2007	8	2	"USA"	"Indiana"	"Porter County"		"18127"	184.54	"Ammophila breviligulata - (Schizachyrium scoparium) Herbaceous Vegetation"					0	0		"Dune land"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Oakville-Adrian complex, 0 to 6 percent slopes"		"INDU.AA283"	"INDU.INDU"	0		"INDU.AA283"	"Representative Plot"	41.60	-87.26	10.00	0		2007	8	29	"USA"	"Indiana"	"Lake County"		"18089"	187.64	"Quercus velutina / Carex pensylvanica Forest"	"Area surrounding parking lot."				0	0		"Oakville-Adrian complex, 0 to 6 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Oakville-Adrian complex, 0 to 6 percent slopes"		"INDU.AA283a"	"INDU.INDU"	0		"INDU.AA283a"	"Representative Plot"	41.60	-87.26	10.00	0		2007	6	12	"USA"	"Indiana"	"Lake County"		"18089"	188.24	"Quercus velutina - (Quercus ellipsoidalis) - Quercus alba / Deschampsia flexuosa Woodland"	"Old south side of dunes."				0	0		"Oakville-Adrian complex, 0 to 6 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Oakville fine sand, 18 to 40 percent slopes"		"INDU.AA285"	"INDU.INDU"	0		"INDU.AA285"	"Representative Plot"	41.61	-87.20	10.00	0		2007	9	13	"USA"	"Indiana"	"Porter County"		"18127"	190.06	"Quercus velutina - (Quercus ellipsoidalis) - Quercus alba / Deschampsia flexuosa Woodland"					0	0		"Oakville fine sand, 18 to 40 percent slopes"				500.00	500.00							10.00	"Upland"		"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Houghton muck, drained"		"INDU.AA286"	"INDU.INDU"	0		"INDU.AA286"	"Representative Plot"	41.69	-86.95	10.00	0		2007	7	24	"USA"	"Indiana"	"Porter County"		"18127"	182.47	"Phragmites australis Eastern North America Temperate Semi-natural Herbaceous Vegetation"					0	0		"Houghton muck, drained"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Fluvaquents"		"INDU.AA287"	"INDU.INDU"	0		"INDU.AA287"	"Representative Plot"	41.64	-87.03	10.00	0		2007	10	29	"USA"	"Indiana"	"Porter County"		"18127"	198.08	"Quercus alba - Quercus rubra - Carya ovata Glaciated Forest"					0	0		"Fluvaquents"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Wauseon fine sandy loam"		"INDU.AA289"	"INDU.INDU"	0		"INDU.AA289"	"Representative Plot"	41.52	-87.46	10.00	0		2007	10	21	"USA"	"Indiana"	"Lake County"		"18089"	188.89	"Spartina pectinata - Carex spp. - Calamagrostis canadensis Lakeplain Herbaceous Vegetation"	"Wet with standing water in un-mowed area approx. 20 m in diameter.  GPS point is near the middle.  The rest of this polygon is recently mowed and mostly lacks wet areas."				0	0		"Wauseon fine sandy loam"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Fluvaquents"		"INDU.AA292"	"INDU.INDU"	0		"INDU.AA292"	"Representative Plot"	41.62	-87.09	10.00	0		2007	8	31	"USA"	"Indiana"	"Porter County"		"18127"	184.58	"Acer (rubrum, saccharinum) - Fraxinus spp. - Ulmus americana Forest"	"Floodplain"				0	0		"Fluvaquents"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Adrian muck, drained"		"INDU.AA293"	"INDU.INDU"	0		"INDU.AA293"	"Representative Plot"	41.69	-86.94	10.00	0		2007	7	28	"USA"	"Indiana"	"Porter County"		"18127"	183.27	"Mixed Deciduous Shrubland"					0	0		"Adrian muck, drained"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Oakville-Adrian complex, 0 to 6 percent slopes"		"INDU.AA294"	"INDU.INDU"	0		"INDU.AA294"	"Representative Plot"	41.60	-87.27	10.00	0		2007	9	12	"USA"	"Indiana"	"Lake County"		"18089"	182.87	"Nuphar lutea ssp. advena - Nymphaea odorata Herbaceous Vegetation"	"Wet, standing water."				0	0		"Oakville-Adrian complex, 0 to 6 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Oakville fine sand, 18 to 40 percent slopes"		"INDU.AA296"	"INDU.INDU"	0		"INDU.AA296"	"Representative Plot"	41.69	-86.97	10.00	0		2007	7	27	"USA"	"Indiana"	"Porter County"		"18127"	187.61	"Mixed Deciduous Wetland Forest"					0	0		"Oakville fine sand, 18 to 40 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Maumee loamy fine sand"		"INDU.AA297"	"INDU.INDU"	0		"INDU.AA297"	"Representative Plot"	41.58	-87.24	10.00	0		2007	9	12	"USA"	"Indiana"	"Lake County"		"18089"	181.30	"Acer saccharinum - Ulmus americana Forest"	"Upland, dry ground."				0	0		"Maumee loamy fine sand"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Adrian muck, drained"		"INDU.AA304"	"INDU.INDU"	0		"INDU.AA304"	"Representative Plot"	41.64	-87.10	10.00	0		2007	8	1	"USA"	"Indiana"	"Porter County"		"18127"	184.36	"Schoenoplectus tabernaemontani - Typha spp. - (Sparganium spp., Juncus spp.) Herbaceous Vegetation"					0	0		"Adrian muck, drained"				500.00	500.00							10.00	"Palustrine"		"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Oakville-Adrian complex, 0 to 6 percent slopes"		"INDU.AA305"	"INDU.INDU"	0		"INDU.AA305"	"Representative Plot"	41.60	-87.28	10.00	0		2007	9	12	"USA"	"Indiana"	"Lake County"		"18089"	185.22	"Spartina pectinata - Carex spp. - Calamagrostis canadensis Lakeplain Herbaceous Vegetation"	"Wet, standing water.  Low depression along railroad."				0	0		"Oakville-Adrian complex, 0 to 6 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Oakville fine sand, 18 to 40 percent slopes"		"INDU.AA307"	"INDU.INDU"	0		"INDU.AA307"	"Representative Plot"	41.61	-87.21	10.00	0		2007	9	16	"USA"	"Indiana"	"Porter County"		"18127"	184.76	"Cephalanthus occidentalis / Carex spp. Northern Shrubland"					0	0		"Oakville fine sand, 18 to 40 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Bourbon sandy loam"		"INDU.AA309"	"INDU.INDU"	0		"INDU.AA309"	"Representative Plot"	41.62	-86.95	10.00	0		2007	6	22	"USA"	"Indiana"	"Porter County"		"18127"	195.84	"Prunus serotina - Liriodendron tulipifera - Acer rubrum - Fraxinus americana - (Robinia pseudoacacia"					0	0		"Bourbon sandy loam"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Urban land"		"INDU.AA311"	"INDU.INDU"	0		"INDU.AA311"	"Representative Plot"	41.60	-87.23	10.00	0		2007	8	22	"USA"	"Indiana"	"Lake County"		"18089"	185.37	"Quercus velutina - (Quercus ellipsoidalis) - Quercus alba / Deschampsia flexuosa Woodland"	"Silty/sandy/loamy well drained soil
Savanna / prairie"				0	0		"Urban land"				500.00	500.00							10.00	"Upland"		"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Warners silt loam"		"INDU.AA313"	"INDU.INDU"	0		"INDU.AA313"	"Representative Plot"	41.61	-87.14	10.00	0		2007	9	16	"USA"	"Indiana"	"Porter County"		"18127"	180.46	"Mixed Herbaceous Fallow Field"	"Dry, open field (floodplain)"				0	0		"Warners silt loam"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Oakville fine sand, 4 to 12 percent slopes"		"INDU.AA314"	"INDU.INDU"	0		"INDU.AA314"	"Representative Plot"	41.64	-87.05	10.00	0		2007	10	30	"USA"	"Indiana"	"Porter County"		"18127"	194.24	"Mixed Deciduous Wetland Forest"					0	0		"Oakville fine sand, 4 to 12 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Plainfield sand, 2 to 6 percent slopes"		"INDU.AA319"	"INDU.INDU"	0		"INDU.AA319"	"Representative Plot"	41.64	-87.05	10.00	0		2007	10	30	"USA"	"Indiana"	"Porter County"		"18127"	196.09	"Cornus sericea - Salix spp. - (Rosa palustris) Shrubland"	"Wet, lowland - no standing water seen."				0	0		"Plainfield sand, 2 to 6 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Dune land"		"INDU.AA320"	"INDU.INDU"	0		"INDU.AA320"	"Representative Plot"	41.65	-87.00	10.00	0		2007	6	29	"USA"	"Indiana"	"Porter County"		"18127"	194.84	"Herbaceous Dunes Sparsely Vegetated Alliance"					0	0		"Dune land"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Dune land"		"INDU.AA321"	"INDU.INDU"	0		"INDU.AA321"	"Representative Plot"	41.68	-87.00	10.00	0		2007	8	2	"USA"	"Indiana"	"Porter County"		"18127"	184.93	"Ammophila breviligulata - (Schizachyrium scoparium) Herbaceous Vegetation"					0	0		"Dune land"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Newton loamy fine sand"		"INDU.AA322"	"INDU.INDU"	0		"INDU.AA322"	"Representative Plot"	41.70	-86.93	10.00	0		2007	7	20	"USA"	"Indiana"	"Porter County"		"18127"	182.89	"Mixed Deciduous Wetland Forest"					0	0		"Newton loamy fine sand"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Blount silt loam, 0 to 2 percent slopes"		"INDU.AA324"	"INDU.INDU"	0		"INDU.AA324"	"Representative Plot"	41.52	-87.29	10.00	0		2007	10	14	"USA"	"Indiana"	"Lake County"		"18089"	191.54	"Prunus serotina - Liriodendron tulipifera - Acer rubrum - Fraxinus americana - (Robinia pseudoacacia"	"Level, upland"				0	0		"Blount silt loam, 0 to 2 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Morley silt loam, 18 to 30 percent slopes"		"INDU.AA325"	"INDU.INDU"	0		"INDU.AA325"	"Representative Plot"	41.60	-87.14	10.00	0		2007	8	31	"USA"	"Indiana"	"Porter County"		"18127"	187.01	"Quercus alba - Quercus rubra - Carya ovata Glaciated Forest"	"South facing slope down to floodplain of stream about 50 m to south"				0	0		"Morley silt loam, 18 to 30 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Dune land"		"INDU.AA326"	"INDU.INDU"	0		"INDU.AA326"	"Representative Plot"	41.66	-87.06	10.00	0		2007	8	2	"USA"	"Indiana"	"Porter County"		"18127"	192.94	"Quercus alba - Quercus rubra - Carya ovata Glaciated Forest"	"Disturbed forest - many trails cutting through dense patches of Vitis and Celastrus."				0	0		"Dune land"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Oakville-Adrian complex, 0 to 6 percent slopes"		"INDU.AA329"	"INDU.INDU"	0		"INDU.AA329"	"Representative Plot"	41.60	-87.28	10.00	0		2007	9	12	"USA"	"Indiana"	"Lake County"		"18089"	182.33	"Carex stricta - Carex spp. Herbaceous Vegetation"	"Wet soils, standing water.  Wet area in low depression."				0	0		"Oakville-Adrian complex, 0 to 6 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Urban land"		"INDU.AA332"	"INDU.INDU"	0		"INDU.AA332"	"Representative Plot"	41.60	-87.30	10.00	0		2007	9	18	"USA"	"Indiana"	"Lake County"		"18089"	184.30	"Schizachyrium scoparium - Sorghastrum nutans - Andropogon gerardii - Lespedeza capitata Sand Herbace"	"Well-drained loamy soils.  Side of old railroad grade."				0	0		"Urban land"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Morocco loamy sand"		"INDU.AA334"	"INDU.INDU"	0		"INDU.AA334"	"Representative Plot"	41.63	-87.08	10.00	0		2007	8	11	"USA"	"Indiana"	"Porter County"		"18127"	188.69	"Mixed Deciduous Wetland Forest"					0	0		"Morocco loamy sand"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Morley silt loam, 6 to 12 percent slopes, eroded"		"INDU.AA336"	"INDU.INDU"	0		"INDU.AA336"	"Representative Plot"	41.62	-87.07	10.00	0		2007	8	11	"USA"	"Indiana"	"Porter County"		"18127"	200.48	"Quercus rubra - (Acer saccharum, Quercus alba) Forest"	"Point is at the bed of an intermittent stream (almost dry now but recently flowing); with steep banks rising about 12-15 m above which ground is level.  Aspect is east and west with a stream running more-or-less north to south."				0	0		"Morley silt loam, 6 to 12 percent slopes, eroded"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Oakville-Adrian complex, 0 to 6 percent slopes"		"INDU.AA337"	"INDU.INDU"	0		"INDU.AA337"	"Representative Plot"	41.60	-87.27	10.00	0		2007	8	29	"USA"	"Indiana"	"Lake County"		"18089"	183.26	"Corylus americana - Salix humilus / Schizachyrium scoparium Shrubland"	"Near wetland, moderately drained (Iris pocket).  Varied drainage.  Flat open area - break in oak woodland (rise)."				0	0		"Oakville-Adrian complex, 0 to 6 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Oakville-Adrian complex, 0 to 6 percent slopes"		"INDU.AA337a"	"INDU.INDU"	0		"INDU.AA337a"	"Representative Plot"	41.60	-87.27	10.00	0		2007	6	13	"USA"	"Indiana"	"Lake County"		"18089"	183.60	"Corylus americana - Salix humilus / Schizachyrium scoparium Shrubland"					0	0		"Oakville-Adrian complex, 0 to 6 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Maumee loamy fine sand"		"INDU.AA338"	"INDU.INDU"	0		"INDU.AA338"	"Representative Plot"	41.58	-87.26	10.00	0		2007	9	26	"USA"	"Indiana"	"Lake County"		"18089"	182.10	"Mixed Deciduous Wetland Forest"	"Wet, with patches of standing water <10 cm deep."				0	0		"Maumee loamy fine sand"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
"Oakville fine sand, 18 to 40 percent slopes"		"INDU.AA339"	"INDU.INDU"	0		"INDU.AA339"	"Representative Plot"	41.65	-87.01	10.00	0		2007	8	3	"USA"	"Indiana"	"Porter County"		"18127"	197.47	"Mixed Deciduous Wetland Forest"					0	0		"Oakville fine sand, 18 to 40 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						35.00
"Brems sand, 0 to 3 percent slopes"		"INDU.AA340"	"INDU.INDU"	0		"INDU.AA340"	"Representative Plot"	41.65	-87.03	10.00	0		2007	10	29	"USA"	"Indiana"	"Porter County"		"18127"	191.84	"Quercus velutina - (Quercus ellipsoidalis) - Quercus alba / Deschampsia flexuosa Woodland"	"Dry, rolling upland, sandy soil."				0	0		"Brems sand, 0 to 3 percent slopes"				500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						20.00
