OBJECTID,Observatio,Observat_1,Latitude,Longitude,Year,Mon,Day,State,County,Slope_r12w,Aspect_r12,slopepos50,slopepos_1,r12w_dem
328,2016MI023002,Low Intensity Plot: Cover,41.876766670000002,-85.060900000000004,2016,7,27,Michigan,Branch County,0.5251235,228.5064545,0.4654725,0.5273110,310.4017334
329,gs20180823.02,Wetland Determination,41.845483330000000,-86.519049999999993,2018,8,23,Michigan,Berrien County,1.3841788,236.3789063,0.5027284,0.6141874,196.8310547
330,gs20180823.03,Wetland Determination,41.847083329999997,-86.518699999999995,2018,8,23,Michigan,Berrien County,0.0310956,55.9005432,0.4675482,0.2400203,194.5690002
331,gs20180823.01,Wetland Determination,41.810150000000000,-86.644683330000007,2018,8,23,Michigan,Berrien County,0.8997141,344.5880737,0.4971405,0.6881789,198.8393250
332,gs20180912.01,Wetland Determination,41.806049999999999,-85.025316669999995,2018,9,12,Michigan,Branch County,0.2709714,19.5301151,0.4880119,0.2945279,298.4087219
333,gs20180912.03,Wetland Determination,41.807350000000000,-85.028466670000000,2018,9,12,Michigan,Branch County,0.2750643,344.7276917,0.4979654,0.2987953,297.9089355
334,gs20180912.04,Wetland Determination,41.806816670000003,-85.027316670000005,2018,9,12,Michigan,Branch County,0.2667034,342.6950378,0.4975748,0.3668655,298.1412354
335,gs20180912.05,Wetland Determination,41.807183330000001,-85.024783330000005,2018,9,12,Michigan,Branch County,0.1366949,328.6431885,0.4867790,0.2770210,298.1034241
336,gs20180912.02,Wetland Determination,41.805233330000000,-85.023499999999999,2018,9,12,Michigan,Branch County,0.5739049,357.4780273,0.4415186,0.2845581,298.6730042
337,S2016MI149002,EPA,41.789700000000003,-85.691766670000007,2016,6,27,Michigan,Saint Joseph County,0.2888971,178.1536865,0.5713254,0.2077307,240.5575562
338,gs20180912.06,Wetland Determination,41.800816670000003,-85.027649999999994,2018,9,12,Michigan,Branch County,0.3843705,190.4891357,0.5092877,0.4516937,298.3922119
339,s20190905.04,Wetland Determination,41.795238890000000,-84.926244440000005,2019,9,5,Michigan,Branch County,4.5854959,266.1304932,0.3337250,0.2774714,314.9431152
340,s20190905.02,Wetland Determination,41.792655560000000,-84.922780560000007,2019,9,5,Michigan,Branch County,0.8846533,27.0943069,0.5548201,0.4901859,319.9206848
341,s20190905.03,Wetland Determination,41.789172219999998,-84.922980559999999,2019,9,5,Michigan,Branch County,2.2849762,105.0894012,0.4953722,0.4517429,321.3083801
342,S12061302,Low Intensity Plot: Cover,41.751416669999998,-86.404600000000002,2012,6,13,Indiana,Saint Joseph County,12.1675339,215.8607483,0.6304433,0.5707402,235.9779816
343,s13072906,Low Intensity Plot: Cover,41.731666670000003,-86.805133330000004,2013,7,29,Indiana,LaPorte County,0.0620452,99.9188690,0.5372082,0.6458565,195.5146790
344,s13072907,Low Intensity Plot: Cover,41.730733330000000,-86.805133330000004,2013,7,29,Indiana,LaPorte County,0.1124598,25.7045498,0.4575024,0.6066672,195.6613159
345,s13072908,Low Intensity Plot: Cover,41.729816669999998,-86.805216669999993,2013,7,29,Indiana,LaPorte County,0.2810237,12.5027971,0.5203103,0.6118942,195.8831635
346,s13072901,Low Intensity Plot: Cover,41.726333330000003,-86.812399999999997,2013,7,29,Indiana,LaPorte County,0.4920925,165.5797119,0.3950017,0.2073252,195.6025391
347,s13072902,Low Intensity Plot: Cover,41.726750000000003,-86.812366670000003,2013,7,29,Indiana,LaPorte County,0.3157328,53.4284630,0.4648694,0.1997488,195.6276703
348,s13072903,Low Intensity Plot: Cover,41.726683330000000,-86.811816669999999,2013,7,29,Indiana,LaPorte County,0.2938102,91.4768066,0.4530976,0.1883439,195.5635223
349,s13072904,Low Intensity Plot: Cover,41.727166670000003,-86.811833329999999,2013,7,29,Indiana,LaPorte County,0.3065197,128.1889343,0.4507892,0.2133993,195.5422821
350,s13072905,Low Intensity Plot: Cover,41.727616670000003,-86.811266669999995,2013,7,29,Indiana,LaPorte County,0.5690967,176.1770630,0.4775518,0.2875518,195.7337646
351,s13072909,Low Intensity Plot: Cover,41.728050000000003,-86.807516669999998,2013,7,29,Indiana,LaPorte County,0.2096405,246.6102142,0.5408445,0.3284385,195.6571045
352,S13080701,Line-Point-Intercept Plot,41.727816670000003,-86.810850000000002,2013,8,7,Indiana,LaPorte County,0.6383288,132.4585571,0.4244713,0.2713184,195.6288757
353,S13081201,Line-Point-Intercept Plot,41.727733330000000,-86.810016669999996,2013,8,12,Indiana,LaPorte County,0.0268877,167.8929443,0.4668754,0.2622286,195.4558563
354,2016IN087001,Low Intensity Plot: Cover,41.753166669999999,-85.412833329999998,2016,8,18,Indiana,LaGrange County,1.3912785,45.2606812,0.5356575,0.6668629,268.9632874
355,S12061301,Low Intensity Plot: Cover,41.707916670000003,-86.607466669999994,2012,6,13,Indiana,LaPorte County,9.0910006,162.7651062,0.5520072,0.3675040,249.0562439
356,S12051801,Low Intensity Plot: Cover,40.847266670000003,-87.046866670000000,2012,5,18,Indiana,White County,0.3365700,321.5285034,0.4376414,0.2039521,208.5054626
357,Blandford West,Floristic,0.000000000000000,0.000000000000000,2013,6,1, , ,,,,,
358,West Meadow,Floristic,0.000000000000000,0.000000000000000,2013,6,1, , ,,,,,
359,Blandford West - Justin,Floristic,0.000000000000000,0.000000000000000,2013,6,1, , ,,,,,
360,Heron Meadow - Justin,Floristic,0.000000000000000,0.000000000000000,2013,6,1, , ,,,,,
361, ,Wetland Determination,0.000000000000000,0.000000000000000,2016,10,5, , ,,,,,
362, ,Wetland Determination,0.000000000000000,0.000000000000000,2016,10,5,Michigan,Jackson County,,,,,
