"Observation_Label"	"Observation_Type"	"Latitude"	"Longitude"	"Year"	"Mon"	"Day"	"State"	"County"	"pedon"	"taxonname"	"taxonclass"	"pedondist"	"muname"
"s13072904"	"Low Intensity Plot: Cover"	41.72716667	-86.81183333	2013	7	29	"Indiana"	"LaPorte County"	""	""	""	125.2	"Newton loamy fine sand"
"s13072905"	"Low Intensity Plot: Cover"	41.72761667	-86.81126667	2013	7	29	"Indiana"	"LaPorte County"	"2013IN091200"	"Newton"	"Sandy, mixed, mesic Typic Humaquepts"	48.7	"Brems fine sand, 0 to 3 percent slopes"
"s13072906"	"Low Intensity Plot: Cover"	41.73166667	-86.80513333	2013	7	29	"Indiana"	"LaPorte County"	""	""	""	671.8	"Morocco loamy sand, lake plain, 0 to 2 percent slopes"
"s13072907"	"Low Intensity Plot: Cover"	41.73073333	-86.80513333	2013	7	29	"Indiana"	"LaPorte County"	""	""	""	609	"Morocco loamy sand, lake plain, 0 to 2 percent slopes"
"s13072908"	"Low Intensity Plot: Cover"	41.72981667	-86.80521667	2013	7	29	"Indiana"	"LaPorte County"	""	""	""	551.6	"Morocco loamy sand, lake plain, 0 to 2 percent slopes"
"s13072909"	"Low Intensity Plot: Cover"	41.72805	-86.80751667	2013	7	29	"Indiana"	"LaPorte County"	""	""	""	263.5	"Morocco loamy sand, lake plain, 0 to 2 percent slopes"
"S13080701"	"Line-Point-Intercept Plot"	41.72781667	-86.81085	2013	8	7	"Indiana"	"LaPorte County"	"2013IN091200"	"Newton"	"Sandy, mixed, mesic Typic Humaquepts"	0	"Brems fine sand, 0 to 3 percent slopes"
"S13081201"	"Line-Point-Intercept Plot"	41.72773333	-86.81001667	2013	8	12	"Indiana"	"LaPorte County"	"2013IN091400"	"Morocco"	"Mixed, mesic Aquic Udipsamments"	1.7	"Morocco loamy sand, lake plain, 0 to 2 percent slopes"
"S14060201"	"Medium Intensity Plot: Strata"	42.392	-86.13621667	2014	6	2	"Michigan"	"Van Buren County"	""	""	""	6770	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14060202"	"Medium Intensity Plot: Strata"	42.12805	-86.3517	2014	6	2	"Michigan"	"Berrien County"	""	""	""	5556.7	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14060601"	"Medium Intensity Plot: Strata"	43.30211111	-86.155	2014	6	6	"Michigan"	"Muskegon County"	""	""	""	134.3	"Plainfield sand, 0 to 6 percent slopes"
"S14060602"	"Medium Intensity Plot: Strata"	43.30452778	-86.14872222	2014	6	6	"Michigan"	"Muskegon County"	""	""	""	167.4	"Plainfield sand, 0 to 6 percent slopes"
"S14061001"	"Medium Intensity Plot: Strata"	43.30122222	-85.98163889	2014	6	10	"Michigan"	"Muskegon County"	""	""	""	939.1	"Brems sand, 0 to 4 percent slopes"
"S14061002"	"Medium Intensity Plot: Strata"	43.29986111	-85.98288889	2014	6	10	"Michigan"	"Newaygo County"	""	""	""	843.8	"Brems sand, 0 to 4 percent slopes"
"S14061901"	"High Intensity Plot: Nested"	42.60688333	-86.03801667	2014	6	19	"Michigan"	"Allegan County"	""	""	""	5648.3	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14061902"	"High Intensity Plot: Nested"	42.60766667	-86.03701667	2014	6	19	"Michigan"	"Allegan County"	""	""	""	5571.1	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14062401"	"High Intensity Plot: Nested"	42.59705	-85.99786667	2014	6	24	"Michigan"	"Allegan County"	""	""	""	1346.4	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14062501"	"Medium Intensity Plot: Strata"	42.60065	-85.98986667	2014	6	25	"Michigan"	"Allegan County"	""	""	""	874.1	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14062601"	"High Intensity Plot: Nested"	42.60796667	-86.02283333	2014	6	26	"Michigan"	"Allegan County"	""	""	""	4188	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14070201"	"Medium Intensity Plot: Strata"	42.58338333	-85.95156667	2014	7	2	"Michigan"	"Allegan County"	""	""	""	3689.8	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14070202"	"High Intensity Plot: Nested"	42.58598333	-85.9515	2014	7	2	"Michigan"	"Allegan County"	""	""	""	3613.8	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14070203"	"Medium Intensity Plot: Strata"	42.58608333	-85.96768333	2014	7	2	"Michigan"	"Allegan County"	""	""	""	2027.6	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14071501"	"High Intensity Plot: Nested"	43.29833333	-86.01183333	2014	7	15	"Michigan"	"Muskegon County"	""	""	""	572.3	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14071502"	"High Intensity Plot: Nested"	43.29926667	-86.00778333	2014	7	15	"Michigan"	"Muskegon County"	""	""	""	742.8	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14071701"	"High Intensity Plot: Nested"	43.0362	-86.12076667	2014	7	17	"Michigan"	"Ottawa County"	"2014MI139001"	"Plainfield"	"Mixed, mesic Spodic Udipsamments"	5.8	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14080601"	"High Intensity Plot: Nested"	42.98811667	-86.06998333	2014	8	6	"Michigan"	"Ottawa County"	""	""	""	533.8	"Plainfield sand, lake plain, 6 to 18 percent slopes"
"S14081301"	"Low Intensity Plot: Cover"	42.99913333	-86.10361667	2014	8	13	"Michigan"	"Ottawa County"	""	""	""	163.6	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14081302"	"Low Intensity Plot: Cover"	42.99875	-86.10316667	2014	8	13	"Michigan"	"Ottawa County"	""	""	""	143.3	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14081303"	"Low Intensity Plot: Cover"	43.00186667	-86.1663	2014	8	13	"Michigan"	"Ottawa County"	""	""	""	191.7	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14081304"	"Low Intensity Plot: Cover"	43.1478	-86.08371667	2014	8	13	"Michigan"	"Muskegon County"	""	""	""	472.4	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14081305"	"Low Intensity Plot: Cover"	43.17866667	-86.06325	2014	8	13	"Michigan"	"Muskegon County"	""	""	""	605.1	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S14081306"	"Low Intensity Plot: Cover"	43.17976667	-86.06378333	2014	8	13	"Michigan"	"Muskegon County"	""	""	""	702.8	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S2015060901"	"Wetland Determination"	43.08563333	-86.01796667	2015	6	9	""	""	""	""	""	1645.7	"Sims loam"
"S2015061701"	"Wetland Determination"	42.73573333	-84.92828333	2015	6	17	""	""	""	""	""	2971.9	"Conover loam, 0 to 4 percent slopes"
"S2015062501"	"Wetland Determination"	43.1293	-85.43801667	2015	6	25	""	""	""	""	""	4208.9	"Capac loam, Lake Michigan lobe, 0 to 4 percent slopes"
"S2016MI105001"	"EPA"	44.14343333	-86.31741667	2016	9	14	"Michigan"	"Mason County"	"S2016MI105001"	"Kinross"	"Mixed, mesic Typic Psammaquents"	4.3	"Saugatuck-Jebavy complex, 0 to 3 percent slopes"
"S2016MI149002"	"EPA"	41.7897	-85.69176667	2016	6	27	"Michigan"	"Saint Joseph County"	"S2016MI149002"	"Waterford"	"Coarse-loamy, mixed, mesic Fluvaquentic Eutrudepts"	7.9	"Cohoctah loam"
"s20190722.01"	"Wetland Determination"	42.51628333	-84.83256944	2019	7	22	"Michigan"	"Eaton County"	"2019MI045001"	"Parkhill"	"Fine-loamy, mixed, semiactive, mesic Mollic Epiaquepts"	26.6	"Capac loam, 0 to 4 percent slopes"
"s20190722.02"	"Wetland Determination"	42.516575	-84.83180556	2019	7	22	"Michigan"	"Eaton County"	"2019MI045002"	"Capac"	"Fine-loamy, mixed, active, mesic Aquic Glossudalfs"	3.7	"Capac loam, 0 to 4 percent slopes"
"s20190722.03"	"Wetland Determination"	43.01968889	-84.75250278	2019	7	22	"Michigan"	"Clinton County"	"2019MI037001"	"Ziegenfuss"	"Fine, mixed, semiactive, mesic Mollic Epiaquepts"	21.5	"Sims silty clay loam"
"s20190722.04"	"Wetland Determination"	43.01952222	-84.75435278	2019	7	22	"Michigan"	"Clinton County"	"2019MI037002"	"Capac"	"Fine-loamy, mixed, active, mesic Aquic Glossudalfs"	5.7	"Sims silty clay loam"
"s20190726.01"	"Soil"	43.15525556	-86.05971111	2019	9	12	"Michigan"	"Muskegon County"	"F2008MI121001"	"Saugatuck"	"Sandy, mixed, mesic, shallow, ortstein Duric Alaquods"	7.5	"Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes"
"s20190820.01"	"Wetland Determination"	42.52086389	-85.03696111	2019	8	20	"Michigan"	"Eaton County"	"2019MI045003"	"Colwood"	"Fine-loamy, mixed, active, mesic Aquic Hapludolls"	2.3	"Colwood loam"
"s20190820.02"	"Wetland Determination"	42.52207778	-85.03587778	2019	8	20	"Michigan"	"Eaton County"	"2019MI045004"	"Aurelius"	"Fine-silty, carbonatic, mesic Histic Humaquepts"	13.1	"Palms muck, 0 to 1 percent slopes"
"s20190820.03"	"Wetland Determination"	42.52344722	-85.03693889	2019	8	20	"Michigan"	"Eaton County"	"2019MI045005"	"Teasdale"	"Coarse-loamy, mixed, semiactive, mesic Aquic Glossudalfs"	16	"Parkhill loam, non dense till subsoil, 0 to 2 percent slopes"
"s20190820.04"	"Wetland Determination"	42.52143611	-85.03438056	2019	8	20	"Michigan"	"Eaton County"	"2019MI045006"	"Toto"	"Coprogenous, euic, mesic Limnic Haplosaprists"	11.9	"Palms muck, 0 to 1 percent slopes"
"s20190905.01"	"Wetland Determination"	42.04503889	-84.92260556	2019	9	5	"Michigan"	"Branch County"	""	""	""	61.4	"Sebewa loam, 0 to 2 percent slopes"
"s20190905.02"	"Wetland Determination"	41.79265556	-84.92278056	2019	9	5	"Michigan"	"Branch County"	""	""	""	2981.1	"Locke fine sandy loam, 1 to 4 percent slopes"
"s20190905.03"	"Wetland Determination"	41.78917222	-84.92298056	2019	9	5	"Michigan"	"Branch County"	""	""	""	3130.2	"Hillsdale-Riddles fine sandy loams, 2 to 6 percent slopes"
"s20190905.04"	"Wetland Determination"	41.79523889	-84.92624444	2019	9	5	"Michigan"	"Branch County"	""	""	""	2542.5	"Houghton muck, 0 to 1 percent slopes"
"s20191010.01"	"Soil"	44.10582222	-84.28794722	2019	10	10	"Michigan"	"Gladwin County"	""	""	""	266	"Iosco-Au Gres-Ingalls association"
"s20191010.02"	"Soil"	44.040675	-84.27964444	2019	10	10	"Michigan"	"Gladwin County"	"S2019MI051022"	"Hettinger"	"Fine-loamy, mixed, active, nonacid, frigid Mollic Epiaquents"	11.7	"Hettinger-Brevort-Burleigh association"
"s20191017.01"	"Soil"	43.90746944	-84.24554444	2019	10	17	"Michigan"	"Gladwin County"	"S2019MI051023"	"Brimley"	"Loamy over sandy or sandy-skeletal, mixed, superactive, mesic Aquic Dystric Eutrudepts"	5.2	"Bruce-Brimley-Burleigh association"
"s20191017.02"	"Soil"	44.14088333	-84.31208056	2019	10	17	"Michigan"	"Gladwin County"	"S2019MI051018"	"Gladwin"	"Sandy, mixed, frigid Aquic Arenic Hapludalfs"	6.9	"Gladwin-Epoufette-Croswell association, undulating"
"Sand Dunes"	"General"	43.127018	-86.273811	2011	9	28	"Michigan"	"Muskegon County"	""	""	""	1017	"Plainfield sand, dunes, 18 to 60 percent slopes"
"Sandy Lake Plain"	"General"	43.03411111	-86.10863889	2011	9	28	"Michigan"	"Ottawa County"	"2008MI139T02201"	"Plainfield - very gravelly substratum"	"Mixed, mesic Spodic Udipsamments"	4.2	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"Sandy Outwash Plain"	"General"	43.24831278	-86.12099972	2011	9	28	"Michigan"	"Muskegon County"	""	""	""	162.4	"Plainfield sand, 0 to 6 percent slopes"
"SI: pin oak 01"	"Site Index"	42.5292	-86.0505	2014	4	10	"Michigan"	"Allegan County"	""	""	""	229.1	"Morocco-Newton complex, 0 to 3 percent slopes"
"SI: pin oak2 01"	"Site Index"	42.53036667	-86.05093333	2014	4	12	"Michigan"	"Allegan County"	""	""	""	182.2	"Morocco-Newton complex, 0 to 3 percent slopes"
"SI: red maple 01"	"Site Index"	42.52853333	-86.05021667	2014	4	8	"Michigan"	"Allegan County"	""	""	""	282.4	"Morocco-Newton complex, 0 to 3 percent slopes"
"SI: red oak & red maple 02"	"Site Index"	42.53036667	-86.05093333	2014	4	11	"Michigan"	"Allegan County"	""	""	""	182.2	"Morocco-Newton complex, 0 to 3 percent slopes"
"Van Buren County RCA Site"	"Low Intensity Plot: Cover"	42.15855	-86.087391	2011	6	8	"Michigan"	"Van Buren County"	""	""	""	5815.8	"Ottokee loamy fine sand, 0 to 3 percent slopes"
"W14081201"	"Wetland Determination"	43.18787	-85.839401	2014	8	12	"Michigan"	"Ottawa County"	""	""	""	4415.1	"Tonkey sandy loam"
"W14081401"	"Wetland Determination"	43.17963333	-85.46136667	2014	8	14	"Michigan"	"Kent County"	""	""	""	3598.5	"Teasdale fine sandy loam, 0 to 4 percent slopes"
"W14081402"	"Wetland Determination"	43.18803333	-85.84195	2014	8	14	"Michigan"	"Ottawa County"	""	""	""	4473.5	"Breckenridge sandy loam"
"W14081403"	"Wetland Determination"	43.1872	-85.8439	2014	8	14	"Michigan"	"Ottawa County"	""	""	""	4627.8	"Breckenridge sandy loam"
"W14081404"	"Wetland Determination"	43.1875	-85.8438	2014	8	14	"Michigan"	"Ottawa County"	""	""	""	4592.9	"Breckenridge sandy loam"
"W14090801"	"Wetland Determination"	43.12838333	-85.90568333	2014	9	8	"Michigan"	"Ottawa County"	""	""	""	4091.1	"Carlisle muck, 0 to 2 percent slopes"
"W14090802"	"Wetland Determination"	43.12815	-85.90443333	2014	9	8	"Michigan"	"Ontonagon County"	""	""	""	4220.4	"Carlisle muck, 0 to 2 percent slopes"
"W14090803"	"Wetland Determination"	43.1264	-85.9004	2014	9	8	"Michigan"	"Ottawa County"	""	""	""	4680.4	"Belding sandy loam, 2 to 6 percent slopes"
"W14090804"	"Wetland Determination"	43.12634823	-85.89839883	2014	9	8	"Michigan"	"Ottawa County"	""	""	""	4874.3	"Granby fine sandy loam"
"W14090805"	"Wetland Determination"	43.12706667	-85.8986	2014	9	8	"Michigan"	"Ottawa County"	""	""	""	4825.8	"Granby fine sandy loam"
"W14090806"	"Wetland Determination"	43.12672801	-85.89851685	2014	9	8	"Michigan"	"Ottawa County"	""	""	""	4847.4	"Granby fine sandy loam"
"W14090807"	"Wetland Determination"	43.12721667	-85.8954	2014	9	8	"Michigan"	"Ottawa County"	""	""	""	5130.7	"Perrinton loam, Lake Michigan Lobe, 2 to 6 percent slopes"
"W14090808"	"Wetland Determination"	43.12711667	-85.8954	2014	9	8	"Michigan"	"Ottawa County"	""	""	""	5134.4	"Kawkawlin loam, 2 to 6 percent slopes"
"W14090809"	"Wetland Determination"	43.12701667	-85.89461667	2014	9	8	"Michigan"	"Ottawa County"	""	""	""	5214.5	"Perrinton loam, Lake Michigan Lobe, 2 to 6 percent slopes"
"W2015060903"	"Wetland Determination"	43.08493333	-86.01723333	2015	6	9	""	""	""	""	""	1728.5	"Belding sandy loam, 2 to 6 percent slopes"
"W2015060904"	"Wetland Determination"	43.08688333	-86.01838333	2015	6	9	""	""	""	""	""	1598.5	"Iosco loamy sand, 0 to 4 percent slopes"
"W2015060905"	"Wetland Determination"	43.08748333	-86.01968333	2015	6	9	""	""	""	""	""	1466.5	"Sims loam"
"W2015060906"	"Wetland Determination"	43.08616667	-86.0201	2015	6	9	""	""	""	""	""	1422	"Iosco loamy sand, 0 to 4 percent slopes"
"W2015061701"	"Wetland Determination"	42.73613333	-84.92825	2015	6	17	""	""	""	""	""	2955.1	"Parkhill loam, non dense till subsoil, 0 to 2 percent slopes"
"W2015061702"	"Wetland Determination"	42.73705	-84.92751667	2015	6	17	""	""	""	""	""	2853.3	"Parkhill loam, non dense till subsoil, 0 to 2 percent slopes"
"W2015061703"	"Wetland Determination"	42.73516667	-84.9265	2015	6	17	""	""	""	""	""	2818.2	"Conover loam, 0 to 4 percent slopes"
"W2015061704"	"Wetland Determination"	42.73455	-84.92628333	2015	6	17	""	""	""	""	""	2822.1	"Parkhill loam, non dense till subsoil, 0 to 2 percent slopes"
"W2015062501"	"Wetland Determination"	43.13016667	-85.43741667	2015	6	25	""	""	""	""	""	4109	"Metamora sandy loam, 0 to 3 percent slopes"
"W2015062502"	"Wetland Determination"	43.1287	-85.43336667	2015	6	25	""	""	""	""	""	3827.5	"Palms muck, 0 to 1 percent slopes"
"W2015062503"	"Wetland Determination"	43.12646667	-85.43143333	2015	6	25	""	""	""	""	""	3805.6	"Cohoctah loam"
"W2015062504"	"Wetland Determination"	43.12973333	-85.43285	2015	6	25	""	""	""	""	""	3721.2	"Selfridge loamy sand, 0 to 4 percent slopes"
"W2015062505"	"Wetland Determination"	43.1298	-85.43481667	2015	6	25	""	""	""	""	""	3892.5	"Capac loam, Lake Michigan lobe, 0 to 4 percent slopes"
"W2015062506"	"Wetland Determination"	43.12691667	-85.43535	2015	6	25	""	""	""	""	""	4107.5	"Cohoctah loam"
"W2015062507"	"Wetland Determination"	43.13905556	-85.43558889	2015	6	25	""	""	""	""	""	3573.6	"Granby loamy fine sand, 0 to 2 percent slopes"
"W2015062508"	"Wetland Determination"	43.13965	-85.4359	2015	6	25	""	""	""	""	""	3588.7	"Granby loamy fine sand, 0 to 2 percent slopes"
"Woodland"	"Wetland Determination"	43.2418	-85.63085	2016	8	24	"Michigan"	"Kent County"	""	""	""	4313.5	"Wasepi loamy sand, 0 to 4 percent slopes"
